applicant_id,age,monthly_income,credit_limit,existing_debt,employment_years,num_existing_loans,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,pay_7,pay_8,pay_9,pay_10,pay_11,pay_12
B00251,36,73062.0,197675.0,49330.0,4.7,2,-1,0,0,-1,0,-1,0,0,-1,0,-1,0
B00252,36,49647.0,148416.0,91688.0,14.4,1,0,0,4,2,-1,0,0,0,-1,-1,0,0
B00253,22,22965.0,43648.0,23654.0,2.0,1,4,-1,4,4,1,3,1,-1,-1,4,2,4
B00254,56,109011.0,564439.0,315387.0,15.4,5,3,4,1,-1,-1,0,3,2,4,3,-1,4
B00255,43,56162.0,296919.0,57665.0,4.0,1,0,3,4,3,0,0,4,2,1,-1,1,0
B00256,47,65342.0,351835.0,51629.0,4.9,4,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1
B00257,23,53649.0,314439.0,113786.0,3.9,0,-1,1,3,4,1,4,4,1,3,4,2,1
B00258,44,61004.0,231919.0,66776.0,2.9,2,0,0,-1,0,-1,1,-1,0,-1,-1,-1,-1
B00259,39,25396.0,75237.0,32112.0,7.5,2,0,0,-1,1,-1,-1,0,0,0,0,0,-1
B00260,36,42637.0,190232.0,59025.0,1.7,3,0,0,-1,0,0,0,0,0,0,0,-1,0
B00261,68,74209.0,182034.0,141109.0,8.6,3,-1,3,1,1,0,-1,-1,0,-1,0,-1,0
B00262,63,44735.0,215086.0,111047.0,0.9,1,1,3,-1,-1,0,-1,0,2,0,0,-1,0
B00263,33,49678.0,262927.0,134561.0,1.1,2,0,0,0,-1,0,-1,-1,-1,-1,0,0,-1
B00264,47,64319.0,376205.0,348364.0,1.8,0,3,3,1,-1,2,3,3,4,1,4,4,3
B00265,46,47471.0,99400.0,58062.0,3.3,2,0,2,1,1,2,-1,-1,3,1,1,3,4
B00266,32,29733.0,73800.0,62827.0,4.7,0,4,2,2,3,-1,3,2,3,4,3,1,2
B00267,41,34631.0,114635.0,31625.0,6.9,3,0,4,-1,0,0,-1,0,-1,-1,-1,-1,-1
B00268,30,55898.0,161299.0,32584.0,2.4,1,0,-1,-1,-1,0,-1,-1,-1,0,0,-1,0
B00269,46,43493.0,200892.0,63941.0,13.4,4,-1,3,3,4,2,3,1,-1,0,1,1,2
B00270,46,22840.0,81772.0,32458.0,5.2,0,2,1,3,4,4,3,4,1,1,3,1,4
B00271,46,57623.0,185187.0,37027.0,4.5,4,0,0,0,-1,-1,-1,0,0,0,-1,-1,0
B00272,43,51237.0,184588.0,74780.0,12.3,1,0,0,0,0,-1,0,-1,0,0,0,-1,-1
B00273,61,39373.0,176815.0,115033.0,4.0,1,3,1,2,0,2,4,-1,1,-1,-1,0,0
B00274,56,59361.0,236773.0,132209.0,9.8,1,-1,-1,0,4,4,4,0,3,4,0,0,3
B00275,56,22113.0,125765.0,83243.0,24.1,1,3,1,4,2,1,-1,0,4,2,2,2,4
B00276,55,47656.0,241146.0,102926.0,1.0,3,-1,0,0,2,4,-1,-1,0,0,0,0,0
B00277,55,17391.0,47027.0,18284.0,9.0,4,3,1,0,-1,4,1,-1,-1,-1,-1,2,-1
B00278,43,19257.0,44103.0,36042.0,7.1,1,-1,2,-1,-1,-1,3,4,0,-1,4,-1,0
B00279,53,38066.0,102253.0,39073.0,8.3,0,-1,0,-1,0,0,2,-1,-1,-1,-1,0,-1
B00280,63,58218.0,188553.0,53237.0,9.9,0,3,2,1,4,0,-1,0,0,-1,3,0,-1
B00281,39,34220.0,62766.0,36492.0,2.8,1,0,0,-1,0,-1,0,0,0,0,-1,0,0
B00282,40,43814.0,185476.0,80167.0,3.0,2,-1,-1,-1,1,0,0,-1,0,0,0,-1,-1
B00283,28,33012.0,116758.0,30378.0,2.8,2,4,0,3,1,2,2,1,3,-1,-1,0,0
B00284,22,24022.0,52035.0,7370.0,9.8,3,3,0,3,4,4,0,3,-1,0,0,4,4
B00285,56,49467.0,176719.0,57582.0,6.7,3,-1,-1,-1,0,0,-1,-1,-1,0,2,-1,-1
B00286,45,54437.0,171333.0,67403.0,12.4,1,3,1,3,3,2,3,0,-1,0,1,4,4
B00287,66,28112.0,147192.0,92859.0,17.4,2,-1,0,-1,0,-1,0,0,0,0,-1,0,0
B00288,64,27226.0,138578.0,83651.0,3.4,2,2,-1,0,-1,2,-1,0,-1,-1,1,-1,0
B00289,36,70156.0,121740.0,62826.0,1.8,1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0
B00290,52,74567.0,183785.0,49465.0,10.6,1,-1,-1,-1,0,-1,0,0,-1,0,0,0,-1
B00291,24,33338.0,143203.0,68914.0,14.4,2,2,2,1,1,2,3,4,2,0,0,4,3
B00292,62,35653.0,192073.0,15121.0,0.6,4,-1,-1,0,0,-1,-1,4,-1,-1,-1,-1,0
B00293,57,26746.0,53856.0,21583.0,8.3,2,-1,-1,0,-1,-1,0,-1,0,-1,3,0,-1
B00294,22,96703.0,545546.0,295238.0,13.6,0,0,0,0,-1,0,1,-1,-1,1,-1,0,-1
B00295,30,83264.0,154911.0,130752.0,7.7,0,-1,0,-1,0,0,0,0,-1,0,-1,-1,0
B00296,38,108168.0,220544.0,121250.0,3.2,5,4,3,3,3,2,3,4,3,1,4,1,1
B00297,44,24657.0,133632.0,74548.0,5.4,1,0,0,-1,-1,-1,0,-1,2,0,0,-1,0
B00298,33,17316.0,45385.0,25421.0,7.4,4,0,-1,-1,-1,-1,0,0,-1,-1,0,1,-1
B00299,47,43023.0,177028.0,96317.0,1.7,0,3,1,-1,-1,0,-1,0,0,0,0,1,-1
B00300,46,70149.0,213967.0,103472.0,10.0,1,0,-1,0,-1,-1,-1,0,-1,0,0,-1,0
B00301,64,29324.0,48806.0,1896.0,2.2,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,0
B00302,61,53400.0,294924.0,60024.0,10.5,1,0,-1,-1,0,0,-1,0,4,0,0,0,-1
B00303,49,37449.0,172087.0,103541.0,3.1,3,-1,0,-1,0,-1,-1,-1,-1,0,-1,0,-1
B00304,63,37045.0,158578.0,60210.0,6.3,1,4,2,-1,-1,-1,-1,0,0,-1,4,0,-1
B00305,27,100266.0,312217.0,82334.0,2.2,1,1,0,-1,1,0,0,2,-1,-1,0,0,-1
B00306,33,64764.0,175820.0,82907.0,1.5,2,0,-1,0,-1,0,0,0,-1,0,0,-1,-1
B00307,57,47731.0,129313.0,107737.0,8.7,4,-1,0,-1,0,-1,-1,0,0,0,0,0,0
B00308,50,41694.0,81992.0,32333.0,3.3,1,0,0,0,2,0,0,0,-1,-1,-1,-1,0
B00309,56,64790.0,97448.0,47299.0,16.6,3,-1,-1,4,-1,4,2,1,-1,0,1,3,4
B00310,38,30783.0,71347.0,42083.0,12.7,1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1
B00311,66,39279.0,155049.0,26476.0,5.2,3,1,-1,4,0,-1,-1,-1,-1,-1,0,0,-1
B00312,32,59601.0,286850.0,83434.0,15.4,4,0,-1,0,-1,0,0,-1,1,0,0,0,0
B00313,36,71993.0,361495.0,79237.0,19.5,4,-1,0,-1,-1,0,-1,0,-1,-1,0,0,-1
B00314,31,29272.0,159665.0,76668.0,8.1,4,3,4,1,-1,3,2,2,0,2,2,-1,0
B00315,69,99716.0,516935.0,260075.0,11.6,3,0,0,4,0,-1,0,0,3,-1,-1,-1,0
B00316,43,30037.0,76249.0,46887.0,7.2,4,1,0,2,1,0,3,4,1,0,-1,-1,0
B00317,30,63832.0,293585.0,81564.0,2.7,3,4,2,1,1,2,1,4,1,-1,-1,0,0
B00318,31,31678.0,98965.0,19814.0,8.7,3,2,1,2,3,2,3,2,2,0,1,0,3
B00319,61,70094.0,329400.0,16920.0,4.5,2,-1,-1,0,-1,-1,0,0,-1,3,1,-1,0
B00320,36,33733.0,145606.0,78193.0,6.0,3,3,3,4,2,-1,-1,3,1,1,1,4,0
B00321,55,57382.0,208131.0,137676.0,4.7,2,0,2,1,2,4,4,4,4,-1,4,2,3
B00322,49,52190.0,158070.0,53568.0,3.2,0,2,3,1,-1,-1,0,0,3,-1,0,1,1
B00323,62,62470.0,232648.0,72956.0,7.7,3,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,0
B00324,34,45356.0,104695.0,35066.0,4.6,2,-1,0,3,1,3,0,2,3,-1,-1,0,1
B00325,53,41001.0,139655.0,18192.0,8.8,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
B00326,41,15441.0,27986.0,8132.0,4.2,0,-1,-1,2,0,-1,3,-1,0,1,0,0,0
B00327,64,30782.0,91736.0,29189.0,9.2,2,-1,3,0,0,0,-1,0,-1,0,0,-1,0
B00328,27,16251.0,55144.0,21021.0,4.8,4,-1,-1,4,2,-1,0,2,-1,4,0,2,2
B00329,65,28228.0,143330.0,106321.0,1.4,1,-1,-1,2,4,2,4,3,2,4,2,1,4
B00330,67,29190.0,152789.0,66196.0,1.5,1,4,3,2,4,2,2,3,1,2,4,1,-1
B00331,49,43638.0,236143.0,120750.0,1.9,3,0,0,-1,0,-1,3,-1,-1,-1,0,-1,-1
B00332,69,20168.0,73954.0,5200.0,6.8,1,0,0,-1,0,1,-1,1,-1,-1,3,2,-1
B00333,25,58969.0,223529.0,152395.0,4.5,5,1,1,-1,0,3,1,1,4,2,-1,2,2
B00334,50,28937.0,87356.0,28848.0,8.6,4,-1,0,3,4,2,2,0,4,3,-1,0,2
B00335,23,63320.0,322494.0,108089.0,1.4,2,0,1,3,1,1,1,2,1,1,2,3,1
B00336,52,49754.0,156393.0,60598.0,2.0,2,1,2,0,0,0,0,0,0,0,-1,0,-1
B00337,25,77468.0,300188.0,148648.0,5.1,5,-1,1,4,4,4,1,-1,-1,0,0,0,3
B00338,21,64850.0,294571.0,131769.0,4.2,3,0,0,4,4,-1,-1,-1,0,3,-1,1,-1
B00339,64,96181.0,510646.0,85661.0,5.5,1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1
B00340,50,127557.0,289480.0,88723.0,8.0,1,-1,0,-1,0,0,-1,-1,0,0,-1,0,0
B00341,62,28573.0,130467.0,51363.0,2.7,3,2,2,2,3,2,-1,3,1,0,0,4,2
B00342,24,32944.0,184227.0,70138.0,9.2,2,2,2,-1,2,2,2,-1,-1,-1,-1,1,-1
B00343,66,33339.0,77245.0,22245.0,4.2,4,0,0,0,0,0,-1,-1,-1,-1,0,-1,0
B00344,45,37596.0,155109.0,73336.0,7.5,1,1,1,1,4,3,3,3,2,2,1,3,3
B00345,61,44322.0,118896.0,47987.0,6.6,0,-1,2,0,-1,0,0,2,0,0,-1,0,-1
B00346,51,43190.0,114864.0,21627.0,4.7,3,3,0,0,-1,0,0,0,0,0,0,0,-1
B00347,57,46686.0,100473.0,39895.0,5.6,2,1,-1,0,0,-1,-1,-1,-1,-1,0,-1,1
B00348,49,52246.0,152951.0,64038.0,6.3,1,-1,0,-1,0,2,3,0,0,0,-1,-1,2
B00349,55,44732.0,190650.0,35712.0,9.3,4,-1,0,-1,-1,-1,0,0,0,0,0,0,0
B00350,53,21652.0,53419.0,40585.0,18.6,1,0,0,0,0,1,4,1,4,1,2,4,4
B00351,52,38493.0,110452.0,85233.0,4.0,1,-1,3,0,4,-1,-1,-1,-1,-1,0,-1,0
B00352,60,25272.0,98655.0,76602.0,1.7,5,-1,0,3,1,-1,0,-1,0,-1,-1,-1,-1
B00353,35,57121.0,169989.0,97011.0,10.7,1,-1,0,0,0,-1,-1,1,0,0,-1,-1,-1
B00354,61,10841.0,58724.0,48179.0,11.5,3,0,0,2,1,-1,-1,3,3,2,-1,0,2
B00355,23,87781.0,422791.0,180474.0,4.9,1,0,-1,0,-1,-1,2,0,0,-1,-1,0,0
B00356,28,31053.0,133366.0,35067.0,9.9,2,0,0,-1,0,-1,0,0,0,3,-1,0,0
B00357,42,29699.0,117671.0,55090.0,0.3,1,1,4,4,4,3,3,2,-1,2,3,2,0
B00358,22,47597.0,168387.0,45310.0,0.7,2,-1,-1,2,-1,-1,0,1,3,2,0,-1,0
B00359,67,35873.0,104702.0,67311.0,8.6,5,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1
B00360,47,40712.0,238360.0,87777.0,5.6,2,2,2,1,0,3,4,-1,0,4,1,-1,0
B00361,43,31439.0,137740.0,43165.0,20.7,3,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0
B00362,37,21367.0,70593.0,27328.0,9.1,3,0,0,0,0,-1,0,0,0,4,2,4,2
B00363,51,137856.0,495171.0,162432.0,7.1,1,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1
B00364,23,31719.0,55023.0,20925.0,1.9,0,3,1,3,-1,-1,-1,0,2,3,2,2,2
B00365,62,51596.0,144516.0,79045.0,3.8,1,4,0,0,-1,0,-1,-1,0,0,0,-1,-1
B00366,43,69703.0,251229.0,36801.0,8.5,1,0,0,-1,-1,0,-1,0,2,0,-1,0,-1
B00367,58,29803.0,125646.0,40642.0,3.8,4,-1,0,0,0,4,-1,-1,-1,0,4,0,0
B00368,64,42262.0,137802.0,122767.0,6.1,3,1,4,1,1,4,2,1,2,1,1,3,3
B00369,38,68680.0,172354.0,61681.0,1.1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,0,-1
B00370,58,75551.0,188449.0,133969.0,1.8,0,4,2,3,1,0,0,4,-1,2,-1,3,0
B00371,42,38415.0,148696.0,8095.0,8.3,3,0,0,0,2,2,-1,-1,3,0,0,-1,-1
B00372,22,40626.0,202530.0,35121.0,2.8,4,1,2,2,0,-1,-1,0,4,3,2,1,3
B00373,58,33938.0,68166.0,39592.0,9.8,1,2,2,0,-1,0,-1,0,0,-1,0,0,1
B00374,32,55560.0,104714.0,9509.0,4.3,5,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1
B00375,69,21588.0,50141.0,3008.0,6.4,0,-1,-1,0,2,0,0,4,0,0,0,0,0
B00376,21,44542.0,192845.0,111874.0,7.8,3,1,0,-1,0,-1,0,3,1,2,4,0,-1
B00377,48,85659.0,160449.0,60518.0,7.1,3,-1,0,0,0,-1,-1,0,0,0,-1,-1,4
B00378,55,44280.0,250138.0,120579.0,11.7,2,0,-1,0,0,0,0,0,-1,0,0,-1,0
B00379,29,42725.0,241987.0,90122.0,1.2,1,-1,0,0,4,0,-1,-1,1,-1,0,-1,-1
B00380,52,60005.0,142871.0,28591.0,15.8,4,1,4,4,-1,0,0,0,-1,0,0,-1,2
B00381,45,68774.0,265744.0,159251.0,4.0,0,1,0,2,-1,-1,4,2,3,4,1,0,1
B00382,65,33751.0,118293.0,66676.0,9.3,0,0,-1,0,0,-1,-1,0,0,0,-1,4,0
B00383,50,57143.0,263906.0,95952.0,2.7,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1
B00384,50,72028.0,399286.0,263627.0,4.1,4,4,0,4,4,3,4,3,4,4,3,1,3
B00385,63,60614.0,311287.0,49330.0,9.3,3,-1,-1,1,-1,-1,0,-1,0,2,-1,-1,0
B00386,30,84676.0,267028.0,108146.0,6.9,4,1,4,4,4,4,2,1,4,4,3,3,3
B00387,35,82088.0,149718.0,7855.0,6.8,3,3,3,3,3,1,3,3,2,4,2,2,3
B00388,69,66621.0,192095.0,93076.0,5.1,1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,-1
B00389,68,58465.0,229993.0,37055.0,1.1,2,3,0,0,0,0,0,0,-1,0,-1,0,-1
B00390,29,34054.0,87914.0,55015.0,6.4,2,0,-1,-1,0,0,0,-1,-1,-1,0,0,0
B00391,69,96904.0,567611.0,101106.0,1.0,3,-1,-1,-1,-1,0,0,0,-1,3,0,-1,-1
B00392,55,34110.0,180260.0,67882.0,7.0,2,-1,-1,0,0,0,0,-1,0,-1,-1,-1,-1
B00393,31,23456.0,60178.0,14374.0,5.8,3,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0
B00394,50,58959.0,134876.0,97826.0,4.0,2,1,0,2,3,4,1,1,0,-1,0,-1,3
B00395,68,39382.0,194238.0,62761.0,5.7,0,1,0,-1,0,0,4,1,1,0,-1,0,3
B00396,32,19077.0,89313.0,74090.0,6.2,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1
B00397,56,30933.0,117791.0,80170.0,6.0,1,-1,3,0,-1,-1,4,-1,2,2,0,0,2
B00398,42,106066.0,270669.0,96828.0,4.0,1,0,-1,0,-1,0,0,0,0,-1,0,-1,-1
B00399,21,25192.0,76724.0,28117.0,3.7,2,-1,0,-1,0,-1,-1,0,-1,-1,-1,0,0
B00400,63,69325.0,255551.0,16890.0,7.0,2,-1,0,0,-1,0,-1,0,-1,-1,-1,0,-1
B00401,66,24963.0,94806.0,38127.0,1.2,1,4,-1,-1,0,2,-1,0,0,-1,0,0,0
B00402,31,28213.0,148733.0,86142.0,0.5,3,0,-1,-1,-1,0,-1,0,2,-1,0,0,-1
B00403,27,22492.0,116248.0,18194.0,6.6,2,0,2,-1,0,0,-1,4,0,-1,0,0,0
B00404,62,36797.0,116186.0,93490.0,6.4,3,-1,-1,-1,1,3,2,0,0,0,0,-1,0
B00405,65,38935.0,156022.0,36055.0,1.8,3,0,3,3,0,3,3,2,-1,0,-1,0,0
B00406,48,25652.0,54453.0,39166.0,2.4,3,3,4,2,1,1,4,-1,2,2,2,2,3
B00407,38,27623.0,139326.0,39562.0,6.1,1,3,2,2,1,3,3,1,-1,-1,4,3,1
B00408,66,46201.0,129888.0,53528.0,2.6,1,4,2,2,0,-1,4,0,0,-1,0,-1,-1
B00409,67,33328.0,122327.0,55521.0,7.7,1,0,0,0,-1,-1,0,-1,0,0,0,0,-1
B00410,34,38946.0,188054.0,35823.0,2.5,2,0,0,0,3,0,-1,-1,3,4,0,4,3
B00411,52,55480.0,117273.0,34571.0,2.8,1,0,0,0,-1,0,0,0,0,-1,0,-1,0
B00412,44,65640.0,194814.0,56464.0,13.9,1,2,0,0,0,-1,0,0,-1,0,0,-1,-1
B00413,55,43668.0,183123.0,45891.0,4.1,4,0,0,2,3,2,2,2,2,-1,-1,3,4
B00414,45,53477.0,230095.0,127420.0,4.2,3,0,0,0,-1,-1,3,0,-1,0,0,-1,0
B00415,46,51647.0,105609.0,25591.0,11.1,1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1
B00416,36,34282.0,173005.0,84626.0,20.2,3,-1,-1,4,1,4,1,3,3,0,2,2,2
B00417,53,91159.0,211709.0,126674.0,3.3,1,-1,-1,-1,-1,0,0,0,-1,0,2,-1,3
B00418,47,90447.0,289931.0,87347.0,1.1,3,2,-1,-1,2,2,-1,4,2,2,4,0,4
B00419,37,33480.0,101307.0,39078.0,4.4,4,0,0,0,1,2,0,0,2,-1,4,-1,4
B00420,36,43477.0,71410.0,18710.0,1.7,2,2,0,-1,-1,0,-1,-1,1,0,0,0,2
B00421,58,99740.0,193937.0,87505.0,11.8,0,-1,0,0,0,0,0,-1,-1,0,0,0,0
B00422,35,93497.0,264342.0,203826.0,7.6,2,-1,-1,-1,2,3,4,1,0,0,0,0,0
B00423,46,17277.0,47090.0,6722.0,10.7,3,-1,-1,0,0,-1,-1,0,-1,0,0,-1,-1
B00424,38,50718.0,278447.0,60637.0,6.7,3,0,0,-1,0,-1,0,0,-1,0,0,0,-1
B00425,42,72202.0,116661.0,90195.0,2.0,0,4,1,2,2,2,3,4,3,1,4,2,3
B00426,58,65365.0,319109.0,120321.0,7.8,1,0,-1,-1,0,0,0,0,-1,-1,0,0,0
B00427,57,53071.0,123264.0,70294.0,2.7,0,4,2,0,-1,-1,-1,0,-1,0,0,0,-1
B00428,56,14174.0,70186.0,48020.0,6.3,0,-1,1,1,4,2,-1,0,-1,-1,0,4,1
B00429,57,62190.0,249517.0,57011.0,5.6,1,0,0,0,0,-1,0,0,-1,3,-1,0,-1
B00430,32,73019.0,383260.0,276128.0,0.7,6,3,3,-1,0,2,4,0,1,0,1,2,4
B00431,21,11134.0,29392.0,8931.0,7.0,3,2,1,0,1,2,1,4,3,0,1,0,2
B00432,51,90648.0,251933.0,81644.0,2.6,2,4,4,3,3,3,0,-1,4,1,-1,-1,-1
B00433,60,27352.0,105234.0,39138.0,3.0,2,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1
B00434,24,42787.0,111923.0,91143.0,11.2,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1
B00435,66,93889.0,167203.0,48242.0,8.9,3,0,0,-1,0,-1,0,0,0,0,-1,-1,-1
B00436,65,57326.0,132858.0,32062.0,0.7,0,2,2,1,1,1,3,3,3,1,3,4,4
B00437,61,67549.0,108718.0,36692.0,5.5,0,0,3,-1,4,0,-1,0,-1,0,0,-1,0
B00438,39,30547.0,145766.0,93844.0,6.9,6,-1,0,3,1,-1,0,0,-1,-1,0,0,0
B00439,34,31599.0,119298.0,21079.0,5.4,3,2,4,3,3,4,-1,0,1,0,0,1,-1
B00440,63,46152.0,229904.0,172329.0,5.6,3,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,0
B00441,65,74620.0,327752.0,43454.0,1.3,0,0,1,0,0,-1,0,0,-1,-1,0,-1,3
B00442,55,65945.0,362224.0,202840.0,1.4,2,0,-1,4,1,-1,0,1,-1,1,4,4,2
B00443,62,47603.0,88238.0,52207.0,8.2,5,4,4,2,2,0,-1,4,3,-1,0,0,-1
B00444,67,63672.0,225453.0,76556.0,1.6,3,0,0,0,-1,-1,-1,2,0,2,-1,-1,0
B00445,28,20867.0,70389.0,11461.0,4.1,0,0,-1,1,0,-1,0,2,0,0,-1,1,-1
B00446,24,26378.0,71395.0,27259.0,3.0,1,0,0,4,-1,0,0,0,0,0,0,0,0
B00447,57,99978.0,210114.0,113120.0,3.2,2,-1,0,-1,0,0,0,3,-1,4,4,4,1
B00448,43,28515.0,139318.0,35216.0,7.3,2,0,-1,0,-1,-1,1,0,0,-1,-1,-1,4
B00449,49,67031.0,337763.0,119982.0,9.3,2,3,3,-1,0,-1,0,2,-1,-1,-1,-1,0
B00450,38,36543.0,137860.0,106921.0,8.7,3,4,1,4,3,3,1,2,4,1,3,3,1
B00451,65,92096.0,534749.0,215853.0,1.0,2,0,-1,2,2,4,2,4,3,2,-1,0,0
B00452,29,37727.0,128403.0,41237.0,10.2,5,3,1,3,0,2,1,3,4,2,1,-1,1
B00453,46,85535.0,346905.0,91832.0,1.1,6,-1,0,-1,-1,0,0,0,0,0,2,0,1
B00454,67,45141.0,110746.0,70316.0,2.9,1,0,-1,0,2,0,-1,2,-1,3,1,-1,-1
B00455,33,81992.0,203312.0,54120.0,0.7,1,-1,0,-1,-1,-1,1,4,3,0,0,0,-1
B00456,23,32978.0,140919.0,18783.0,3.8,0,0,-1,1,-1,-1,0,0,-1,-1,0,4,0
B00457,27,48275.0,98470.0,28330.0,9.6,2,0,2,-1,4,4,-1,-1,0,3,2,4,1
B00458,53,40970.0,182854.0,34021.0,1.5,3,-1,-1,0,-1,0,0,0,0,0,-1,0,-1
B00459,69,60156.0,357712.0,143989.0,6.1,4,0,-1,-1,0,1,0,0,0,-1,-1,-1,1
B00460,22,55579.0,236059.0,130781.0,5.7,1,0,-1,0,0,-1,-1,0,3,1,1,-1,0
B00461,25,70813.0,257908.0,107399.0,3.4,1,1,0,0,3,2,1,3,1,2,2,4,3
B00462,25,50259.0,256168.0,177746.0,3.8,2,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,0
B00463,29,83439.0,333181.0,85655.0,3.1,1,-1,0,0,-1,0,-1,0,0,-1,0,0,-1
B00464,21,55794.0,218213.0,66905.0,1.7,2,-1,0,-1,-1,4,0,0,1,3,0,0,-1
B00465,62,75844.0,206251.0,142717.0,6.2,3,4,0,-1,0,4,0,0,0,1,0,0,-1
B00466,69,29691.0,70032.0,7991.0,3.1,3,0,-1,0,-1,4,-1,-1,0,0,0,-1,-1
B00467,54,64257.0,287373.0,137984.0,2.9,1,2,2,3,1,0,-1,4,-1,2,1,4,4
B00468,47,26912.0,106556.0,82509.0,5.9,0,0,0,0,2,3,2,1,0,-1,-1,4,4
B00469,55,122736.0,721141.0,219901.0,8.6,0,0,4,3,2,2,-1,2,1,-1,4,0,-1
B00470,50,72236.0,110885.0,17935.0,19.0,3,0,0,-1,0,-1,0,-1,-1,0,-1,0,0
B00471,40,18295.0,108649.0,53605.0,8.6,1,4,4,4,2,1,3,1,3,3,3,1,2
B00472,57,36637.0,108703.0,72003.0,8.9,2,-1,0,0,-1,0,-1,0,-1,0,-1,1,1
B00473,58,33855.0,130082.0,38715.0,13.2,2,0,-1,0,-1,-1,0,0,-1,0,0,-1,-1
B00474,60,52996.0,174132.0,131140.0,6.1,1,0,0,0,-1,-1,0,-1,0,-1,-1,0,0
B00475,53,50459.0,263205.0,78527.0,5.2,2,-1,-1,-1,-1,0,4,-1,0,-1,-1,0,-1
B00476,38,46611.0,117650.0,48125.0,5.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1
B00477,51,44959.0,207025.0,97234.0,11.4,4,-1,0,0,3,0,0,0,4,4,3,2,0
B00478,43,47490.0,279131.0,61303.0,10.6,8,1,1,-1,4,4,2,1,-1,1,0,1,1
B00479,40,29831.0,48411.0,26992.0,2.1,0,0,0,0,0,-1,0,-1,0,4,0,-1,-1
B00480,63,52853.0,183807.0,20299.0,3.9,4,1,1,0,1,-1,0,0,3,2,-1,-1,4
B00481,47,45803.0,98389.0,73459.0,13.6,3,0,-1,-1,0,3,-1,0,-1,-1,-1,4,1
B00482,55,43901.0,178560.0,87732.0,11.6,2,1,0,0,4,4,1,-1,0,-1,-1,0,0
B00483,21,43718.0,152250.0,72216.0,7.8,3,0,2,2,2,2,2,2,0,4,2,2,2
B00484,33,32558.0,162504.0,14480.0,14.3,3,1,-1,-1,-1,3,2,2,-1,4,1,0,0
B00485,54,35249.0,60639.0,18443.0,1.7,5,1,0,3,-1,0,0,0,0,2,1,-1,-1
B00486,40,47771.0,163977.0,15206.0,2.9,0,-1,-1,0,1,-1,1,-1,-1,3,0,0,0
B00487,39,69208.0,233150.0,86483.0,6.5,1,4,1,0,-1,2,0,-1,-1,3,4,2,-1
B00488,53,37967.0,93209.0,3719.0,5.7,1,0,-1,-1,0,-1,0,0,-1,-1,0,-1,0
B00489,55,48686.0,171586.0,67536.0,1.8,3,0,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1
B00490,69,20777.0,78312.0,14727.0,6.1,3,-1,0,-1,-1,-1,-1,-1,0,0,-1,4,-1
B00491,23,52621.0,102988.0,19345.0,6.5,2,0,0,4,3,3,3,3,4,3,1,1,3
B00492,30,48378.0,94360.0,29860.0,4.0,2,0,-1,-1,1,-1,0,1,-1,-1,0,0,2
B00493,30,34850.0,56536.0,13966.0,1.2,2,2,4,-1,0,-1,0,-1,-1,-1,0,-1,-1
B00494,26,37075.0,167909.0,94634.0,11.7,1,-1,4,0,0,3,0,3,3,4,4,2,4
B00495,60,84124.0,175313.0,29402.0,7.5,3,0,-1,0,0,1,-1,0,0,-1,-1,0,-1
B00496,27,39549.0,144089.0,51258.0,3.3,0,1,-1,1,1,-1,-1,0,0,0,0,3,1
B00497,33,51825.0,197081.0,87774.0,6.7,2,1,1,3,1,-1,2,-1,-1,0,0,0,-1
B00498,64,13314.0,61493.0,15317.0,0.8,2,1,-1,0,3,2,-1,0,0,-1,0,0,0
B00499,62,38335.0,101203.0,61182.0,3.6,1,1,2,3,3,2,3,4,3,2,3,2,4
B00500,65,50139.0,266307.0,185181.0,4.3,1,4,2,2,1,-1,2,2,3,2,4,4,3
B00501,40,257539.0,954044.0,110456.0,5.7,3,2,2,3,2,4,2,4,4,1,1,4,4
B00502,26,69114.0,303407.0,117888.0,3.8,0,-1,0,2,2,0,4,-1,-1,-1,0,0,-1
B00503,54,20073.0,119194.0,19486.0,3.7,3,0,4,3,3,4,1,4,2,1,3,4,3
